Order_ID,Product_ID,Product_Category,Quantity,Unit_Price,Total_Price,Discount,Order_Date,Customer_ID,Payment_Type,Order_Status,Marketing_Campaign_Status,Clicks,Add_to_Cart,Seasonality
3b107550-a5d6-47c9-bcc2-73f83a248fba,8c5cf70e-bb8e-49cf-afd2-4c169d681d74,Electronics,1,526.74,526.74,59.47,29/04/2023,a1b29617-00b6-4082-9ba9-b7afda5c94b3,Credit Card,Completed,Social Media,56,7,None
a148dfc3-675e-495e-86ba-432843c62a41,94c1f3e4-00e9-4efa-b9cf-2eddeff04a15,Electronics,2,265.64,531.28,200.94,29/04/2023,e3c3173b-5512-451d-85f3-6d0d8ed7a816,Debit Card,Completed,Social Media,57,30,None
3b8865fb-dd86-41d1-9d6a-52e2a55b3bdb,6f77356c-bddc-4a59-a1f6-de85a2c52f84,Books,2,454.38,908.76,276.36,30/04/2023,5d461383-5449-495c-ad62-f5f293571371,Credit Card,Pending,None,7,5,None
3c2443b5-0780-4b4e-aacc-ec3d028493c3,f823c238-9d6b-4331-b1b3-d5837db97856,Electronics,3,393.6,1180.8,446.46,30/04/2023,eb80d5b0-15c4-4b43-ac7b-ae07c6f09cd1,PayPal,Refunded,Flash Sale,67,39,None
3c2443b5-0780-4b4e-aacc-ec3d028493c3,8cc3bed4-a7c2-45aa-ac04-87201de4481f,Books,1,952.92,952.92,104.24,30/04/2023,3821bc3d-c8e1-4c93-a755-a76354bc98d4,Debit Card,Completed,Email Campaign,47,6,None
3c2443b5-0780-4b4e-aacc-ec3d028493c3,92213cec-cfb9-4663-862b-920bac46f290,Sports & Outdoors,1,882.58,882.58,79.72,30/04/2023,846eb650-7006-4e57-bd9e-b7b276b88006,Cash on Delivery,Completed,Influencer Promo,10,7,None
14432438-a783-4ca6-ab2a-4a5e09a9d9ff,437f7e03-908d-4486-91ea-668ea6ee4528,Home & Kitchen,3,818.02,2454.06,1060.6,30/04/2023,f85e6788-fc1e-411d-ba91-40fc14cbd872,Cash on Delivery,Completed,Influencer Promo,90,76,None
fbfd9975-12e6-4cb7-aebc-b6471e984715,399493b5-8932-49d0-991c-15a45dbedf98,Clothing,3,764.69,2294.07,73.17,30/04/2023,91fb3f46-62fa-42c2-b09c-d2045dcd1c1c,Cash on Delivery,Cancelled,Email Campaign,37,31,None
fbfd9975-12e6-4cb7-aebc-b6471e984715,039d5fac-9041-4a7b-9d4c-4abfcb19cf35,Electronics,2,448.5,897,126.82,30/04/2023,3ac61d9f-d437-454b-afc9-0cc536e630b2,PayPal,Completed,None,19,2,None
fbfd9975-12e6-4cb7-aebc-b6471e984715,5e6ee474-44d3-4a68-8c47-f16c70a98283,Beauty & Health,1,374.04,374.04,183.83,30/04/2023,2375e749-55be-458c-b0f9-ddf00e93a3a3,Credit Card,Pending,Influencer Promo,20,2,None
da7ca649-e5fd-463f-a903-5730309657c0,f3e034d0-0ba4-44c5-aa8b-bd39ff02ff90,Electronics,4,678.5,2714,973.89,30/04/2023,379f945d-24d0-4840-994a-8aa424e01f09,Debit Card,Completed,Social Media,40,6,None
da7ca649-e5fd-463f-a903-5730309657c0,ffdc6afb-c3a4-4030-9348-9f5c3692a070,Books,2,978.96,1957.92,369.27,30/04/2023,01dc9fd1-2a9c-45da-a3bb-1da49a3d5422,Cash on Delivery,Completed,Influencer Promo,6,5,None
3b8865fb-dd86-41d1-9d6a-52e2a55b3bdb,03c8897f-37e6-424d-95d2-baf908a199c4,Books,2,500.12,1000.24,371.27,30/04/2023,174bc6ac-3f2a-4a95-8d72-ce9b6fec348e,PayPal,Completed,Influencer Promo,91,46,None
a3e55643-8a8a-4101-aaff-830b7a9dee33,82751fc8-0c64-47c5-a0d2-1a614ae64e98,Sports & Outdoors,3,821.66,2464.98,535.56,30/04/2023,cd7f7bbb-934d-4bb0-91a2-a4d63668ac44,Cash on Delivery,Completed,Influencer Promo,8,2,None
6bcb1a3b-2569-4024-8fae-cead877a6e05,01debb5e-16b8-4562-a800-f0a807e7e509,Books,4,305.5,1222,35.72,30/04/2023,f8bb033b-308f-49fa-a769-459310b5db92,PayPal,Completed,Email Campaign,20,18,None
8c6cbb2b-8455-475f-ab20-abdd378dac16,c529d375-1b5c-43ff-9264-24e8b7ab05f2,Beauty & Health,1,554.17,554.17,2.04,30/04/2023,42c4d3ac-cbc3-4e61-83f9-21a747ed477e,PayPal,Completed,None,45,12,None
6bcb1a3b-2569-4024-8fae-cead877a6e05,b29f3441-e29d-42b2-b93a-48dc8350933c,Home & Kitchen,4,251.22,1004.88,178.26,30/04/2023,7c26ff08-2d6e-469b-ace4-fa7f03013268,PayPal,Cancelled,Social Media,60,53,None
6bcb1a3b-2569-4024-8fae-cead877a6e05,5c0100af-ae35-4e18-aa60-55d8b60e11da,Home & Kitchen,1,459.98,459.98,13.2,30/04/2023,62892e8a-6e32-4692-afc4-b939db01d3db,PayPal,Completed,Influencer Promo,35,9,None
6c97fa08-b55e-4eab-8eec-8c49e092c8f5,a09c5c6a-7026-4f5c-bfc7-57582270fbac,Electronics,1,624.98,624.98,276.35,30/04/2023,6d0e394d-a984-4fe2-b688-42053f942ff9,Credit Card,Refunded,Social Media,58,28,None
6c97fa08-b55e-4eab-8eec-8c49e092c8f5,43262a3a-0fa0-4212-9d72-ddd12f1487da,Electronics,3,236.57,709.71,212.14,30/04/2023,43c0960e-6da6-4f93-b8ba-1a8b2ed6526d,PayPal,Completed,None,13,13,None
6c97fa08-b55e-4eab-8eec-8c49e092c8f5,97ff62a9-ca73-4ebd-bc57-cf10e5b82392,Electronics,1,698.27,698.27,146.4,30/04/2023,264da33e-33ce-4734-a0a7-0ea71e039c19,Cash on Delivery,Completed,Social Media,20,9,None
6c97fa08-b55e-4eab-8eec-8c49e092c8f5,c186a4e0-2d15-450b-b20b-127774b6400c,Electronics,1,730.99,730.99,150.12,30/04/2023,b26c21e7-6c05-466d-941b-95a4dc267e3b,PayPal,Completed,Influencer Promo,75,9,None
45ac4ccd-ba05-4d37-bbbc-376e36cecd20,9aedd244-97ba-4fcd-8b59-24ca5b7661a5,Clothing,2,398.96,797.92,279.59,30/04/2023,0ff19c71-b443-4af2-9d86-a8c50aca47c5,Credit Card,Completed,Flash Sale,9,4,None
45ac4ccd-ba05-4d37-bbbc-376e36cecd20,15514920-e187-4f78-ae7a-027864f6e4ff,Electronics,1,788.78,788.78,366.55,30/04/2023,3db16763-cb29-418d-8768-4f2fba257eea,Credit Card,Completed,Social Media,68,58,None
45ac4ccd-ba05-4d37-bbbc-376e36cecd20,6b2b2cf0-dc66-4ecd-a443-46e7fc99ca48,Clothing,4,284.32,1137.28,453.77,30/04/2023,c3e65373-4532-42c0-b3c3-12b41a3186f1,PayPal,Completed,Flash Sale,61,38,None
14432438-a783-4ca6-ab2a-4a5e09a9d9ff,fb7de3f3-9a82-4b5e-a2d6-451a2777d69c,Clothing,1,745.54,745.54,216.98,30/04/2023,b37807fa-43d5-4805-bf76-aeb7ce67b483,Cash on Delivery,Completed,Flash Sale,36,15,None
14432438-a783-4ca6-ab2a-4a5e09a9d9ff,17e592b3-0805-4285-b7fc-939ca30e77d1,Electronics,4,551.75,2207,1004.11,30/04/2023,4c271cfb-35fb-43cb-a378-fe9f233fafc4,Cash on Delivery,Refunded,Email Campaign,32,32,None
14432438-a783-4ca6-ab2a-4a5e09a9d9ff,a873eab0-19e3-4a90-8307-72f933a8a872,Sports & Outdoors,1,981.13,981.13,206.4,30/04/2023,f1f94f41-24da-4027-83bc-d2f8e18a83ff,Cash on Delivery,Completed,Influencer Promo,100,38,None
8c6cbb2b-8455-475f-ab20-abdd378dac16,c0f2472e-8af0-404d-b2fb-db05766a61aa,Electronics,3,722.55,2167.65,716.78,30/04/2023,28f809e9-75d0-4f14-94ac-b87c121f6a65,Credit Card,Cancelled,Flash Sale,87,77,None
6bcb1a3b-2569-4024-8fae-cead877a6e05,d2136b1d-b4d5-4af0-bf9d-4c2113faaa6b,Electronics,3,369.94,1109.82,263.2,30/04/2023,5bad6488-b3f9-4494-93b3-f34bd322aa35,Debit Card,Refunded,Email Campaign,82,52,None
8c6cbb2b-8455-475f-ab20-abdd378dac16,0157c438-f145-4347-b0af-97461b58edb5,Books,4,134.56,538.24,99.1,30/04/2023,574b432b-9a09-4048-be43-d55cd3393be9,Cash on Delivery,Completed,None,30,15,None
2cae05a6-70ca-4890-9291-a298eec22e97,26573072-f721-4663-8029-a6a64f3fc031,Sports & Outdoors,4,989.31,3957.24,960.09,01/05/2023,d5d40073-ed83-45ac-bf6b-48526796aa24,PayPal,Completed,Social Media,79,51,None
7bfaaa61-211e-4df8-a72e-d68708cb5d06,9b475a9b-c591-4a90-9ed2-061468886fc6,Sports & Outdoors,3,876.66,2629.98,631.93,01/05/2023,4820c222-3610-4cf9-b332-72f64ac91b62,Credit Card,Cancelled,Influencer Promo,15,4,None
261cbc43-ac32-44f4-8606-1b469e1fb921,711d8ce4-2e0b-471a-9396-36cb59cb81e2,Sports & Outdoors,5,161.88,809.4,222.47,01/05/2023,0252e327-a0d4-4f99-8d0e-d9a46c312a97,Cash on Delivery,Refunded,None,15,8,None
261cbc43-ac32-44f4-8606-1b469e1fb921,7d89e2ea-a3f6-4fd5-a31b-0fc4cd9a4e3c,Electronics,5,475.45,2377.25,1043.31,01/05/2023,e6f26b00-d9d1-489f-8503-44c800d6a04d,PayPal,Refunded,Influencer Promo,8,2,None
261cbc43-ac32-44f4-8606-1b469e1fb921,17110861-fde7-47d6-ba38-cd698cf0e06f,Beauty & Health,4,283.6,1134.4,468.77,01/05/2023,99a04aa5-9101-4706-bc48-bf7a2da0fa67,PayPal,Completed,Email Campaign,25,25,None
0a55c674-d494-4c70-af62-f03ef58c83b9,e3ec5ea1-ba7a-4b49-99a1-914ce53a3b08,Books,3,601.92,1805.76,49.31,01/05/2023,d6e049d1-952e-4544-8a32-e2a670fa03ca,Debit Card,Completed,Social Media,69,48,None
9a7da63d-687a-4ddd-9f22-6a5beb7f804a,cc096911-514c-4e9f-bd77-5ae22e7caf16,Electronics,5,974.66,4873.3,1249.06,01/05/2023,d20a0f0c-4e54-4442-a5f0-aea3152d5491,Debit Card,Completed,None,38,35,None
9a7da63d-687a-4ddd-9f22-6a5beb7f804a,f63c0b80-1027-4437-99de-482a5db3d392,Electronics,4,361.79,1447.16,339.65,01/05/2023,abb3b33a-b33a-40a7-b1e7-ceba16258099,Cash on Delivery,Completed,None,28,27,None
9a7da63d-687a-4ddd-9f22-6a5beb7f804a,fa1e68e6-c43b-458e-b750-b2c6ca17e7f0,Home & Kitchen,4,872.07,3488.28,531.79,01/05/2023,6522690b-2af0-467c-9fd9-6f492a898e46,Credit Card,Completed,Social Media,16,3,None
9a7da63d-687a-4ddd-9f22-6a5beb7f804a,25060270-d142-4a0d-b524-4c162a385cd2,Home & Kitchen,5,273.41,1367.05,88.22,01/05/2023,e50cf619-9153-47e6-afaf-63015188a5d4,Cash on Delivery,Completed,Influencer Promo,39,11,None
db314298-31cd-43d5-88bf-2728f811f9e9,52465d44-74cd-4e72-bbef-4896c58d1804,Beauty & Health,5,368.07,1840.35,717.78,01/05/2023,c5546074-0453-45bd-a837-120b54641fa6,Debit Card,Completed,Social Media,79,62,None
db314298-31cd-43d5-88bf-2728f811f9e9,1c9eea09-9d4b-4d6c-9453-ff731212653c,Sports & Outdoors,1,524.46,524.46,59.65,01/05/2023,445926a3-1f46-4372-9856-0af309aad3bb,PayPal,Completed,Flash Sale,34,8,None
db314298-31cd-43d5-88bf-2728f811f9e9,3711e7dc-9103-427b-8bc9-ad4f2dbccb24,Clothing,1,249.57,249.57,41.52,01/05/2023,0209b2e6-7ef3-4ee1-8483-5f3a133528be,Cash on Delivery,Completed,Social Media,10,8,None
db314298-31cd-43d5-88bf-2728f811f9e9,83ccf832-3b23-4cac-839a-f52dbca58817,Beauty & Health,2,945.93,1891.86,324.48,01/05/2023,8882652a-36e3-4adf-a8e0-618af4a91812,Debit Card,Completed,Influencer Promo,76,29,None
2cae05a6-70ca-4890-9291-a298eec22e97,459c7a18-8a3a-4e44-a230-22c98a1e3767,Home & Kitchen,3,261.25,783.75,349.22,01/05/2023,dc628bac-5789-4b5d-8545-5ed123008117,Credit Card,Cancelled,Social Media,94,82,None
2cae05a6-70ca-4890-9291-a298eec22e97,8b47ab33-2773-4a7d-a537-d1fc1b8945af,Clothing,5,514.32,2571.6,912.5,01/05/2023,8d292a76-c227-46dc-8923-ae4aad0ae1b0,Cash on Delivery,Completed,Email Campaign,97,34,None
3a723848-867a-4324-8a5c-bbed1542faec,9f83277d-f8dd-4349-a30b-b6f415caec06,Electronics,3,985.34,2956.02,74.16,01/05/2023,c60c5e59-6b98-4fe4-a965-501072beee10,Cash on Delivery,Completed,Email Campaign,13,8,None
3a723848-867a-4324-8a5c-bbed1542faec,05b61dcd-e806-44ff-bdb6-28b12996648b,Electronics,2,187.03,374.06,134.75,01/05/2023,f17c0c6d-89a2-4018-ba06-8c07d22d9c3f,PayPal,Completed,Email Campaign,25,12,None
3a723848-867a-4324-8a5c-bbed1542faec,d08c507f-1f17-4611-aa46-eaa688e07582,Beauty & Health,2,353.64,707.28,65.18,01/05/2023,ccf6be80-b136-4c41-8d2e-8298573f6260,Cash on Delivery,Completed,Influencer Promo,21,1,None
3a723848-867a-4324-8a5c-bbed1542faec,bfba6bed-9907-4d37-8c58-74f554a93eb2,Beauty & Health,5,135.43,677.15,7.4,01/05/2023,8bce14ea-19d9-4b20-a5eb-e3eab67d6929,Debit Card,Completed,Social Media,73,65,None
d2395746-a7a7-45dd-8c44-a2fed548f7d1,25d5f5cc-e251-459d-b798-a2b8d646275c,Electronics,1,727.45,727.45,30.27,01/05/2023,aebfc947-a286-4007-98ec-82119e33deb6,Cash on Delivery,Completed,Email Campaign,89,86,None
d2395746-a7a7-45dd-8c44-a2fed548f7d1,63824d80-82fe-480a-87a4-34381ebf87e4,Electronics,2,447.45,894.9,432.55,01/05/2023,9ab3021e-b6ff-4390-815a-dd6d55972c31,Cash on Delivery,Completed,Social Media,74,22,None
83bba6d0-2c3d-4713-9051-2cd1a348d167,3a386a1d-1e35-4506-9bba-c938f6ad2543,Beauty & Health,4,511.2,2044.8,485.75,01/05/2023,396bddbf-d776-48e4-b955-09ddc7b09844,Credit Card,Completed,Flash Sale,26,14,None
4863156f-a8bf-47c3-ae0c-a1d4c47ce9bd,3e23e307-3b0d-490c-8cba-f9aaad7790c8,Books,2,797.04,1594.08,107.15,02/05/2023,82cba320-15dc-4d82-afb2-37b4522b1172,PayPal,Completed,Email Campaign,72,57,None
4639d339-300b-46a8-b215-52e5ebb8de43,bc96cc04-4a20-4115-a4bf-99318dd857e4,Home & Kitchen,1,785.7,785.7,350.93,02/05/2023,d613182a-dbef-440e-8095-252df6763636,PayPal,Completed,Influencer Promo,17,13,None
f27818e7-57f0-4079-a289-eec2bea0585a,7501cbb7-3dc1-4fc9-a939-52b0e6b581d9,Clothing,1,558.06,558.06,126.35,02/05/2023,b5879eff-bbc2-4428-ac41-a44e1048f43f,Cash on Delivery,Completed,Influencer Promo,18,8,None
59e5f242-63dc-4bdc-b2c0-c970e38ba00e,eef2d127-7eca-4938-b837-db6e4dc0a0e5,Clothing,3,898.68,2696.04,1205.04,02/05/2023,b4000139-60f2-4724-aacf-dacdc9d92bbc,Credit Card,Pending,Social Media,56,55,None
a398bf8d-49c3-4d69-a64a-5f4e7747e10a,d3aaef99-f031-4dad-bb99-5abf13a102bf,Books,1,520.95,520.95,157.82,02/05/2023,a4499966-bf25-49c8-9cec-22921255fd98,Credit Card,Completed,None,32,8,None
aa914248-c9c8-464a-99e5-796fccd974d9,60486373-cca4-4b8d-90b9-c61d9430a3e0,Clothing,5,485.52,2427.6,32.9,02/05/2023,832b0d21-5059-42b5-b24b-bf75fbc50e0d,Debit Card,Refunded,Email Campaign,96,53,None
aa914248-c9c8-464a-99e5-796fccd974d9,2fbd318a-8ba4-4bdf-8561-1af60607c5e6,Electronics,2,805.15,1610.3,8.46,02/05/2023,8d21611c-a1d9-4226-aff6-1cb272d2dedc,Debit Card,Completed,Social Media,5,3,None
ca268c74-0fd0-4cf6-86dd-07d67fd9eb28,2d19285a-72fd-412b-af08-5375acf5f2cb,Beauty & Health,5,934.22,4671.1,2246.94,02/05/2023,ea45df19-50ff-4e69-afea-eb70a0e133e8,Credit Card,Cancelled,Social Media,75,19,None
4639d339-300b-46a8-b215-52e5ebb8de43,de68ff86-35ea-48bf-9877-03778de6029b,Clothing,1,489.56,489.56,131.09,02/05/2023,c34bfc1c-fc2d-4074-aa64-ba00e18ad699,Debit Card,Completed,Flash Sale,43,32,None
59e5f242-63dc-4bdc-b2c0-c970e38ba00e,e29faaad-8fce-4cb8-89e9-385b3ef20b70,Clothing,1,529.29,529.29,103,02/05/2023,2c1a239c-c1b2-4237-9ae1-7e09e403d57e,Credit Card,Completed,None,29,23,None
fb0873c9-2435-4fc5-9a5c-8f66f9cac809,3da46393-a673-4eb2-af93-fb5fcb8e0153,Books,4,402.23,1608.92,494.8,02/05/2023,9b1237de-c664-4da1-aefe-c72f22951adb,Credit Card,Pending,Email Campaign,94,34,None
774e38ac-36b5-4940-a050-79a3b2a4c130,4c8c5411-2507-4769-a7c3-2f5071642826,Sports & Outdoors,2,149.47,298.94,86.47,03/05/2023,b37a38f8-040d-4f7b-8cee-867a59e2c65c,Credit Card,Cancelled,Social Media,51,16,None
774e38ac-36b5-4940-a050-79a3b2a4c130,0f41ec46-afca-4710-b13f-f9a299991fe8,Sports & Outdoors,1,464.47,464.47,231.95,03/05/2023,df86b025-4583-489f-a6d8-412d4d4352f2,Credit Card,Completed,Email Campaign,97,77,None
774e38ac-36b5-4940-a050-79a3b2a4c130,ed0666e6-a337-4063-89d6-f9bc6a66b04e,Beauty & Health,3,354.3,1062.9,148.28,03/05/2023,be25d043-8632-4ab5-9c18-c55f2a71fd5a,Credit Card,Completed,Influencer Promo,38,21,None
c98d05e3-3e87-48b0-bbfe-cf2d3c9c2471,0be4fd80-65ed-43c4-bd52-292340ea65c0,Beauty & Health,2,228.53,457.06,132.51,03/05/2023,0d30e37d-20ec-45f1-a2e4-39eaaa758b89,Cash on Delivery,Completed,Influencer Promo,61,20,None
c98d05e3-3e87-48b0-bbfe-cf2d3c9c2471,fbe8c70c-3b8d-4d85-860b-678bec151977,Books,4,350.82,1403.28,672.78,03/05/2023,5bf55ff6-82e5-4386-a779-46049ff80520,PayPal,Completed,Influencer Promo,89,69,None
4a3cdacb-bb35-498d-be3b-4204a1817fb7,da8d5359-dc8c-4a1b-8fbc-68d4c94e1dfd,Home & Kitchen,2,504.95,1009.9,349.88,03/05/2023,bfbbb743-1efe-43f7-b078-589586cc0079,Cash on Delivery,Completed,Flash Sale,11,2,None
12520fc4-d50d-47db-ad7e-20498a1d4a20,f3bd7c0b-8e22-4477-b9c0-9b0fa86443ab,Home & Kitchen,4,650.21,2600.84,482.42,03/05/2023,7db6fcb8-3b4b-4a3a-835e-91ef9499358f,PayPal,Cancelled,Social Media,14,3,None
1e68b6a1-cd9f-49bb-91da-26ca4389c5e8,ddec71f9-de05-49a0-b7c0-84a60a35504a,Books,4,182.19,728.76,58.83,03/05/2023,372d69a2-e2c7-4fee-8c19-779aadb1df6f,PayPal,Completed,None,78,58,None
1e68b6a1-cd9f-49bb-91da-26ca4389c5e8,cd372caf-eaf0-4398-aa75-f21810d43fb6,Clothing,3,964.67,2894.01,777.82,03/05/2023,ead2f71b-d8fc-4d4a-802e-8cff99527916,Debit Card,Completed,Influencer Promo,82,4,None
1e68b6a1-cd9f-49bb-91da-26ca4389c5e8,055d713b-d07e-4202-87ff-598a5e296e58,Books,2,112.78,225.56,29.06,03/05/2023,0135307e-f1e6-43eb-94f4-b9bc193578d1,Debit Card,Cancelled,Flash Sale,38,26,None
4a3cdacb-bb35-498d-be3b-4204a1817fb7,ec928144-e2fb-4277-9fbd-3a128561b847,Books,3,759.84,2279.52,1134.54,03/05/2023,0e8947d3-b540-412d-a550-b62eeaa4ae23,PayPal,Completed,None,6,6,None
4a3cdacb-bb35-498d-be3b-4204a1817fb7,9f20ed65-a077-443b-8ee4-d43c10ff934a,Sports & Outdoors,4,358.76,1435.04,386.18,03/05/2023,852c68e5-6608-4083-a362-33bdbab84dd3,Debit Card,Cancelled,None,27,5,None
4a3cdacb-bb35-498d-be3b-4204a1817fb7,87947cd7-6f77-45b6-a891-4983408d8c7d,Clothing,2,579.99,1159.98,235.27,03/05/2023,f8cb6fac-9145-4540-86c7-73c07a2657a8,Cash on Delivery,Completed,Social Media,93,85,None
705f4c36-deab-4716-82b3-65ad03b9ace4,57511996-0b28-427d-82d4-c1bc80711d65,Clothing,4,252.25,1009,493.13,03/05/2023,cc642272-8bbb-4024-bda9-02bc93547262,Debit Card,Pending,Influencer Promo,13,7,None
705f4c36-deab-4716-82b3-65ad03b9ace4,a2681a63-4691-418b-9f75-3ae8d5ba5101,Electronics,1,867.99,867.99,216.27,03/05/2023,20bc012a-0eb4-4d15-8cd0-d8132b234829,Credit Card,Completed,None,16,12,None
705f4c36-deab-4716-82b3-65ad03b9ace4,0fd118c7-109e-41e8-86d9-d610e34c1830,Beauty & Health,3,642.92,1928.76,219.17,03/05/2023,01e63349-bf77-4403-8c02-780a32da52da,Cash on Delivery,Refunded,None,73,2,None
705f4c36-deab-4716-82b3-65ad03b9ace4,44a69008-d06e-43a2-b9be-24e2f8998873,Electronics,4,589.41,2357.64,819.24,03/05/2023,93d0e875-b36b-45a7-b7a1-77aa2656d54e,Cash on Delivery,Completed,Social Media,76,17,None
3bbb887b-696f-4266-866e-f784d832b570,5b5a92b1-062b-418c-b05d-9252e5221795,Home & Kitchen,1,794.94,794.94,67.75,03/05/2023,802225af-0442-4c2e-b019-6360f8c57af9,Debit Card,Completed,Email Campaign,99,98,None
06bccd4d-647e-4964-bd42-20b90c963fbe,b7bd0fa7-49e3-4751-bb06-f3f3f4cbcb7b,Clothing,2,446.06,892.12,154.76,03/05/2023,685feebc-c9f5-4e27-87e5-5099e1840ee3,Cash on Delivery,Completed,Influencer Promo,98,50,None
06bccd4d-647e-4964-bd42-20b90c963fbe,d7633ee0-44d2-42fa-9455-3bd3132f2dc0,Beauty & Health,1,488.63,488.63,191,03/05/2023,6d382cbc-fd64-409b-a258-8698f06266b7,Cash on Delivery,Completed,Email Campaign,52,17,None
06bccd4d-647e-4964-bd42-20b90c963fbe,384e5255-3b9d-4904-b1c8-f29329336641,Beauty & Health,2,535.76,1071.52,425.4,03/05/2023,b95cb09a-4d62-4205-a7b0-8a8d62e7f1b2,PayPal,Completed,Influencer Promo,93,30,None
06bccd4d-647e-4964-bd42-20b90c963fbe,e665b691-0684-4f2e-8574-0c6f26b59c0e,Beauty & Health,3,618.84,1856.52,317.53,03/05/2023,5db9131f-5a30-46c9-8a69-ba2629c1917f,PayPal,Completed,Flash Sale,11,1,None
956bbcf9-c342-4c46-8a3c-a8eb9b1f85af,95ba4d95-a471-48c3-9bbe-d2d70e95b20b,Books,3,829.62,2488.86,1180.18,03/05/2023,4537ff86-1827-449d-afb5-0a2ee8367b66,Debit Card,Completed,Flash Sale,45,28,None
956bbcf9-c342-4c46-8a3c-a8eb9b1f85af,d6a5535d-511d-49b5-ae53-6b4c580639e6,Sports & Outdoors,3,918.64,2755.92,8.52,03/05/2023,9c411eb5-454c-4a20-b72e-a3dd092cc880,Cash on Delivery,Completed,Social Media,11,6,None
12520fc4-d50d-47db-ad7e-20498a1d4a20,26c33dc6-78b8-48f1-aa33-eddefef11472,Electronics,2,563.65,1127.3,558.17,03/05/2023,7817de09-f4ca-439e-890b-7be2fcae097c,PayPal,Completed,None,39,29,None
059bb5e1-fe29-4fb2-a84a-975eeecc043a,22d4d006-f556-4a4f-8a8b-e3902fc38c54,Electronics,1,969.9,969.9,458.14,03/05/2023,f8bbd32c-6eba-437a-89fd-64abf6b221ab,Credit Card,Completed,Influencer Promo,43,9,None
059bb5e1-fe29-4fb2-a84a-975eeecc043a,ea133271-17f6-4673-94d5-185ce8d3d7bc,Beauty & Health,3,178.27,534.81,81.08,03/05/2023,3e4300e7-dc4f-488d-b03d-e3394c331acc,PayPal,Completed,None,53,32,None
059bb5e1-fe29-4fb2-a84a-975eeecc043a,d8635275-ef71-448d-8cbc-dec4c514daaa,Home & Kitchen,4,332.91,1331.64,210.7,03/05/2023,b67fac0d-7017-48fc-88e5-6a33d5fc1a8f,PayPal,Completed,Email Campaign,17,17,None
059bb5e1-fe29-4fb2-a84a-975eeecc043a,c3a88ea6-58ae-4778-9f51-f18126116cca,Sports & Outdoors,1,495.61,495.61,126.49,03/05/2023,65b09cb4-65d9-47e3-9361-e67326ebd172,Debit Card,Cancelled,Influencer Promo,76,51,None
774e38ac-36b5-4940-a050-79a3b2a4c130,f11bd533-10dd-4cd0-ba21-c7195e7bf5cc,Sports & Outdoors,4,174.31,697.24,53.87,03/05/2023,5670fd0d-f436-45b2-b415-0ec9642aa110,Credit Card,Completed,None,65,11,None
956bbcf9-c342-4c46-8a3c-a8eb9b1f85af,7abed7af-d1d3-44b7-82b7-0704d305a40a,Beauty & Health,5,401.39,2006.95,572.84,03/05/2023,4c6fa377-d55a-4502-8193-ba0aa6eba8ac,PayPal,Completed,Flash Sale,53,25,None
1de87c0c-f872-4c55-b909-dbe76a60397b,c4d9b37d-8888-4b6a-86c5-5698eb78539f,Home & Kitchen,1,273.03,273.03,42.25,04/05/2023,62a94fd7-a6a3-45d0-b62a-c7fcacdba944,Cash on Delivery,Completed,Email Campaign,77,27,None
1de87c0c-f872-4c55-b909-dbe76a60397b,a24c34e6-8337-469d-8d78-e4f9d66f49d7,Beauty & Health,4,541.92,2167.68,347.62,04/05/2023,5fd0eaae-880b-4b5b-ae3d-a37177114a55,Debit Card,Completed,Email Campaign,77,14,None
1de87c0c-f872-4c55-b909-dbe76a60397b,11a0fe9f-0eac-497d-951b-3b6a57d856f8,Home & Kitchen,3,418.13,1254.39,197.96,04/05/2023,6b0055ff-2d13-4ef7-b6f7-2384c3592ef9,Debit Card,Refunded,Influencer Promo,88,29,None
d170db70-b5a1-40b0-8972-d9575ed76c3a,d3427004-de69-4121-b1f6-9246d71f95aa,Sports & Outdoors,2,144.37,288.74,55.77,04/05/2023,376f63f2-dacd-493c-bec9-56d3f79f80ad,PayPal,Completed,None,16,13,None
d170db70-b5a1-40b0-8972-d9575ed76c3a,3559b287-fc98-4782-a35d-b92172cbeb13,Clothing,4,762.83,3051.32,78.81,04/05/2023,ca6b2e46-773e-49dc-aefb-9d6f43ee1587,Debit Card,Cancelled,None,40,29,None
3a7de9af-8b22-430e-b325-9a759d82b1a6,a29eaa45-3492-4fb0-8f32-822a8376b0c5,Home & Kitchen,1,500.24,500.24,144.21,04/05/2023,63e98cdc-9653-4441-aad6-00178c3a0e77,Credit Card,Cancelled,None,28,8,None
d170db70-b5a1-40b0-8972-d9575ed76c3a,78145d4f-19ad-4a0f-bf20-f7578a8e4ae1,Beauty & Health,4,718.99,2875.96,393.25,04/05/2023,58578025-c280-40a9-90e7-e7c5993c05a9,Debit Card,Cancelled,Influencer Promo,12,5,None
e72bd0e4-f6e3-4f31-964f-e9628e90173c,a3c88124-b94b-4ab4-a6fc-5a39305c55ed,Electronics,3,881.18,2643.54,770.73,04/05/2023,a83f611b-6f67-42c9-80ab-11e16c915353,PayPal,Pending,Email Campaign,9,7,None
641b9330-b664-4836-885e-c89c2c0d044b,3be4dffe-8df2-4e0d-b9a3-7eadfcb4d3c0,Clothing,2,183.2,366.4,83.89,04/05/2023,d712f1de-fca4-4f6f-be5a-1473b36ee1f5,PayPal,Completed,None,70,9,None
